Incident Date,State,City Or County,Address,# Killed,# Injured,Year
2017-07-04,North Carolina,Raleigh,105 E South St,1,3,2017
2017-07-03,Alabama,Prattville,112 US 82,3,1,2017
2017-07-03,Michigan,Pontiac,50 block of Thorpe St,1,3,2017
2017-07-02,New Jersey,Jersey City,Wilkinson Avenue,0,4,2017
2017-07-02,South Carolina,Greenwood,SC 72 Bypass,0,4,2017
2017-07-01,Illinois,Momence,2727 S 13000 Rd E,0,4,2017
2017-07-01,New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,2,2,2017
2017-07-01,California,Oakland,3200 Humboldt Ave,0,4,2017
2017-07-01,Arkansas,Little Rock,220 W 6th St,0,25,2017
2017-06-30,New York,Bronx,1650 Grand Concourse,2,6,2017
2017-06-27,Illinois,Chicago,200 block of S Lotus,0,5,2017
2017-06-25,District of Columbia,Washington,5900 block of Southern Ave SE,0,4,2017
2017-06-25,Missouri,Saint Louis,5000 block of Thekla Ave,1,3,2017
2017-06-24,Florida,Fort Lauderdale,2335 NW 16th Ct,1,4,2017
2017-06-24,New York,New York (Manhattan),114th St and Manhattan Ave,0,5,2017
2017-06-24,New Jersey,Willingboro,Pastoral Lane,0,4,2017
2017-06-22,Georgia,Atlanta,1100 block of Osborne Street,1,6,2017
2017-06-18,Missouri,Saint Louis,1900 block of N 14th St,3,2,2017
2017-06-18,District of Columbia,Washington,3100 block of Buena Vista Terrace SE,0,4,2017
2017-06-18,Illinois,Chicago,3300 block of W Crystal St,0,4,2017
2017-06-18,South Carolina,Myrtle Beach,311 N Ocean Blvd,0,7,2017
2017-06-17,Illinois,Chicago,1 block of N Latrobe,0,4,2017
2017-06-17,Ohio,Columbus,6252 Busch Blvd,1,4,2017
2017-06-15,Virginia,Richmond,4053 Old Brook Road,1,3,2017
2017-06-15,New Mexico,La Madera,491 NM 111,5,0,2017
2017-06-14,Virginia,Alexandria,420 E Monroe Ave,1,5,2017
2017-06-14,Ohio,Canton,14th St NE and Gibbs Ave NE,0,4,2017
2017-06-14,California,San Francisco,720 San Bruno,4,2,2017
2017-06-13,Maryland,Baltimore,3300 block of Ayrdale Avenue,0,4,2017
2017-06-13,Maryland,Baltimore,1200 block of Bonaparte Avenue,2,2,2017
2017-06-13,Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0,4,2017
2017-06-11,Illinois,Chicago,3300 block of W Douglas Blvd,0,9,2017
2017-06-11,Tennessee,Chattanooga,4272 Bonny Oaks Drive,0,4,2017
2017-06-11,Texas,Houston,505 Cypress Station Dr,0,4,2017
2017-06-10,Tennessee,Memphis,571 East Street,0,4,2017
2017-06-09,Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5,2017
2017-06-08,Louisiana,New Orleans,3650 Franklin Ave,0,6,2017
2017-06-06,Utah,Sandy,2232 Alta Canyon Drive,3,2,2017
2017-06-05,Florida,Orlando,2427 Forsyth Rd,6,0,2017
2017-06-03,Missouri,Saint Louis,1600 Block of Union Blvd,2,2,2017
2017-06-03,Louisiana,New Orleans,3717 Tulane Ave,3,2,2017
2017-06-02,California,Los Angeles,89th St and Broadway,1,3,2017
2017-06-02,Texas,Laredo,5301 McPherson Rd,2,3,2017
2017-06-01,Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1,2017
2017-05-30,Ohio,Middletown,1200 Elliott Dr,1,3,2017
2017-05-29,Kentucky,Louisville,231 Witherspoon St,1,3,2017
2017-05-28,Alabama,Phenix City,100 block of 6th Street South,0,12,2017
2017-05-28,New Jersey,Paterson,86 Main Street,1,5,2017
2017-05-28,Mississippi,Moss Point,6103 Hwy. 63,0,5,2017
2017-05-27,New York,New York (Manhattan),318 W 14th St,0,4,2017
2017-05-27,District of Columbia,Washington,100 block of Q Street Northwest,1,7,2017
2017-05-27,Mississippi,Bogue Chitto,2871 Lee Dr,8,1,2017
2017-05-26,Florida,Miami,2730 NW 167th St,0,4,2017
2017-05-21,Iowa,Des Moines,4300 Beaver Dr,1,3,2017
2017-05-21,Arizona,Mesa,441 N Val Vista Dr,0,4,2017
2017-05-20,Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10,2017
2017-05-16,South Carolina,Ruffin,21785 Lowcountry Hwy,3,1,2017
2017-05-14,Arkansas,Jonesboro,311 S Main St,1,6,2017
2017-05-14,Illinois,Dolton,14112 Chicago Road,0,5,2017
2017-05-14,Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5,2017
2017-05-14,Texas,Fort Worth,8600 block of Calmont Ave,0,4,2017
2017-05-10,New Jersey,Trenton,300 block of Centre St,1,3,2017
2017-05-09,Kansas,Kansas City,1900 block of S. Boeke,3,1,2017
2017-05-07,Illinois,Chicago,2600 block of 46th Pl,2,8,2017
2017-05-04,Michigan,Flint,600 block of Copeman Boulevard,1,3,2017
2017-05-02,Florida,Jacksonville,1566 West 24th Street,1,3,2017
2017-05-01,Texas,Dallas,3200 block of Reynolds Ave,2,3,2017
2017-04-30,California,San Diego,9080 Judicial Dr,2,6,2017
2017-04-30,Kansas,Topeka,4104 SW 28th,4,1,2017
2017-04-30,Florida,Jacksonville,1200 Ken Knight Dr N,0,5,2017
2017-04-30,South Carolina,Loris,268 N Sea Green Rd,1,5,2017
2017-04-29,California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3,2017
2017-04-29,California,Sacramento,3800 block of 26th Avenue,0,5,2017
2017-04-29,California,Whittier,10000 block of Carmentia Rd,1,5,2017
2017-04-29,Maryland,Germantown,12839 Kitchen House Way,1,3,2017
2017-04-29,California,Compton,2000 Block of N Nestor Ave,0,4,2017
2017-04-29,Virginia,Virginia Beach,200 block of 18th St,0,4,2017
2017-04-28,Pennsylvania,Chester,5 E 21st St,0,4,2017
2017-04-27,New Jersey,Newark,1100 block of S Orange Ave,1,3,2017
2017-04-26,Florida,Miami,SW 264th St and 139th Ave,0,4,2017
2017-04-21,Florida,Palm Bay,2500 block of Vernon Dr,2,2,2017
2017-04-20,Kentucky,Louisville,700 block of East Jacob Street,0,4,2017
2017-04-16,California,Vallejo,110 Calhoun Street,0,4,2017
2017-04-16,North Carolina,Elizabeth City,611 S Martin St,0,4,2017
2017-04-16,Ohio,Columbus,1710 Cleveland Av,0,9,2017
2017-04-15,Illinois,Rock Falls,311 W  2nd St,0,4,2017
2017-04-15,Pennsylvania,Philadelphia,5900 block of Hammond St,0,4,2017
2017-04-15,Indiana,Indianapolis,300 block of S Meridian St,0,4,2017
2017-04-15,Alabama,Birmingham,1480 Center Point Pkwy,0,6,2017
2017-04-15,Illinois,Harvey,14600 block of Myrtle Avenue,0,4,2017
2017-04-15,California,Banning,900 block of N Allen St,0,4,2017
2017-04-13,Georgia,Atlanta,30 Anderson Ave SW,1,3,2017
2017-04-09,Texas,San Antonio,3100 block of Fidelia Drive,1,3,2017
2017-04-09,Indiana,Fort Wayne,9439 Lima Rd,1,3,2017
2017-04-07,North Carolina,Hickory,1423 29th Ave Dr NE,3,1,2017
2017-04-07,Texas,Houston,3829 Mount Pleasant St,5,0,2017
2017-04-07,Minnesota,Saint Paul,1600 block of English St,4,1,2017
2017-04-07,Illinois,Chicago,5600 block of W Lake St,1,5,2017
2017-04-06,Louisiana,Lake Charles,2000 block of Tulip St,1,3,2017
2017-04-03,Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1,2017
2017-04-03,Texas,Lubbock,5401 Ave Q,0,7,2017
2017-04-02,Illinois,Chicago,3500 block of W Van Buren St,2,4,2017
2017-04-02,Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5,2017
2017-04-01,California,Pittsburg,100 block of Madoline Street,0,5,2017
2017-04-01,Florida,Tampa,219 S Howard Ave,1,4,2017
2017-04-01,Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,2,3,2017
2017-03-30,Illinois,Chicago,2704 E 75th St,4,0,2017
2017-03-27,Florida,Sanford,209 Hays Dr,2,4,2017
2017-03-26,Ohio,Cleveland,E 75th St,2,2,2017
2017-03-26,Texas,Houston,5619 Aldine Bender Rd,2,4,2017
2017-03-26,Ohio,Cincinnati,4601 Kellogg Ave,2,15,2017
2017-03-25,Tennessee,Knoxville,Minnesota Ave,1,4,2017
2017-03-25,Michigan,Detroit,8443 Grand River Ave,1,3,2017
2017-03-25,Ohio,Cleveland,E 79th St and Woodland Ave,2,2,2017
2017-03-24,California,Fresno,300 block of South Villa Avenue,1,4,2017
2017-03-24,Missouri,Saint Louis,5100 block of Palm St,1,6,2017
2017-03-22,Wisconsin,Rothschild,1133 E Grand Ave,5,0,2017
2017-03-19,Kentucky,Louisville,1512 Portland Avenue,1,5,2017
2017-03-18,Michigan,Detroit,16000 block of Rutherford,3,2,2017
2017-03-15,Louisiana,Metairie,2508 Pasadena Ave,3,1,2017
2017-03-10,Illinois,Chicago,123 E 51st St,2,2,2017
2017-03-10,Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1,2017
2017-03-07,Illinois,Chicago,W 76th St and S May St,0,4,2017
2017-03-05,Georgia,Columbus,600 block of 32nd Street,0,4,2017
2017-03-04,Kansas,Topeka,23rd and Bellview,1,4,2017
2017-03-04,California,Sacramento,2500 block of 33rd St,0,4,2017
2017-03-03,Pennsylvania,Philadelphia,7165 Germantown Ave,0,4,2017
2017-03-03,California,Riverside,8300 block of Trey Ave,0,5,2017
2017-02-28,Ohio,Cincinnati,1700 of Casey Dr,0,6,2017
2017-02-27,Virginia,Newport News,11810 Fountain Way,0,4,2017
2017-02-26,Indiana,Gary,1700 Grant St,1,4,2017
2017-02-25,Ohio,Warren,1564 Niles Cortland Rd SE,2,3,2017
2017-02-25,Florida,Jacksonville,3604 Moncrief Rd,1,4,2017
2017-02-22,New York,Rochester,191 Genesee St,0,4,2017
2017-02-21,Ohio,Cleveland,16700 Lorain Ave,0,4,2017
2017-02-21,Mississippi,Toomsuba,Butts Road,4,0,2017
2017-02-20,Ohio,Cleveland,1082 East 105th Street,0,5,2017
2017-02-19,Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3,2017
2017-02-18,Pennsylvania,Philadelphia,1 block of N Conestoga,0,4,2017
2017-02-18,Indiana,South Bend,1000 block of Yukon St,1,3,2017
2017-02-15,California,Salinas,30 Soledad Street,0,4,2017
2017-02-15,Illinois,Chicago,3949 South Albany Avenue,3,2,2017
2017-02-12,Missouri,Caruthersville,908 Truman Blvd,1,6,2017
2017-02-12,New York,Newburgh,253 South William Street,1,3,2017
2017-02-12,Florida,Greenville,Church Ave and Obadiah St,0,5,2017
2017-02-11,Illinois,Chicago,100 block of N Mayfield,1,3,2017
2017-02-11,Tennessee,Savannah,Clifton Road and Midway Drive,0,4,2017
2017-02-10,Louisiana,New Orleans,2nd St and Dryades St,1,5,2017
2017-02-09,Mississippi,Jackson,3150 Robinson Road,4,0,2017
2017-02-08,Ohio,Cleveland,16379 Euclid Ave,1,4,2017
2017-02-07,South Carolina,Columbia,5500 block of Fairfield Road,0,4,2017
2017-02-07,Arkansas,Little Rock,25 Par Drive,1,4,2017
2017-02-06,Mississippi,Yazoo City,11th Street,4,0,2017
2017-01-31,Tennessee,Memphis,1576 S White Station Rd,0,4,2017
2017-01-31,District of Columbia,Washington,2900 block of Martin Luther King Jr Ave,0,4,2017
2017-01-30,Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4,2017
2017-01-29,Louisiana,Shreveport,6363 Hearne Ave,1,4,2017
2017-01-27,Washington,Bremerton,Tenino Dr W,4,0,2017
2017-01-27,Tennessee,Brownsville,221 Morgan St,0,10,2017
2017-01-26,Georgia,Albany,1510 Maryland Drive,2,3,2017
2017-01-25,Illinois,Chicago,500 block of E 75th St,0,6,2017
2017-01-22,Texas,Manvel,200 block of Oak Shore Dr,3,2,2017
2017-01-22,Illinois,Chicago (Englewood),1800 block of W 63rd,0,4,2017
2017-01-22,Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1,2017
2017-01-21,Georgia,Jonesboro,6510 Tara Blvd,0,6,2017
2017-01-21,Florida,Boynton Beach,500 NE 2nd St,0,5,2017
2017-01-21,Tennessee,Memphis,500 block of Delta Road,2,2,2017
2017-01-20,Mississippi,Como,Smart Road,1,4,2017
2017-01-20,California,Fresno,4700 block of E Montecito Ave,0,4,2017
2017-01-16,Texas,Houston,8535 Martin Luther King Boulevard,0,4,2017
2017-01-16,Florida,Miami,6011 NW 32nd Ave,0,8,2017
2017-01-15,Colorado,Capulin,County Road Y,3,1,2017
2017-01-15,Mississippi,Magnolia,6000 block of Church Road,1,4,2017
2017-01-12,Missouri,Kansas City,8607 E 61st Terrace,3,2,2017
2017-01-12,California,Salinas,500 block of Sunrise St,2,2,2017
2017-01-11,New Jersey,Newark,Hawkins Street and Christie Street,1,3,2017
2017-01-11,Illinois,Chicago,4200 block of S Talman,1,3,2017
2017-01-07,Michigan,Flint,2500 block of Churchill Ave,1,3,2017
2017-01-06,California,Pasadena,100 block of W Claremont St,2,2,2017
2017-01-06,Florida,Fort Lauderdale,100 Terminal Dr,5,6,2017
2017-01-04,California,Fontana,14520 Village Drive,3,1,2017
2017-01-03,Texas,Allen,500 block of Hawthorne Drive,0,4,2017
2017-01-01,Mississippi,Winstonville,114 North Greyer Street,0,5,2017
2017-01-01,Texas,Dallas,9220 Skillman Street,1,3,2017
2017-01-01,Florida,Miami,8000 block of NW 14th Ave,0,7,2017
2018-12-31,Ohio,Cleveland,4462 Denison Ave,3,2,2018
2018-12-29,Ohio,Lima,904 S Main St,1,3,2018
2018-12-28,Missouri,Saint Charles,150 Whetstone Dr,4,1,2018
2018-12-24,Louisiana,Lutcher,2176 Main St,2,2,2018
2018-12-23,Missouri,Springfield,1042 W College St,0,7,2018
2018-12-22,Nevada,Las Vegas,3528 S Maryland Pkwy,0,4,2018
2018-12-18,Maryland,Baltimore,3942 Park Heights Ave,0,5,2018
2018-12-15,Florida,Miami,239 NW 16th St,0,5,2018
2018-12-14,Colorado,Colorado Springs,700 block of Geiger Ct,1,3,2018
2018-12-13,Pennsylvania,Philadelphia,4505 N Broad St,0,4,2018
2018-12-11,Louisiana,Natchitoches,Caspari St and University Pkwy,1,3,2018
2018-12-09,North Carolina,Laurinburg,Lees Mill Rd,1,3,2018
2018-12-09,Wisconsin,Madison,3554 E Washington Ave,0,4,2018
2018-12-08,California,Inglewood,801 S Inglewood Ave,0,5,2018
2018-12-08,New York,Corona (Queens),89-25 130th St,0,5,2018
2018-12-01,Florida,Miami,NW Fifth Ave and NW Eighth St,0,5,2018
2018-11-26,Tennessee,Powell,Tammy Dr,0,4,2018
2018-11-25,Alabama,Demopolis,Floyd St and Field St,2,2,2018
2018-11-25,Texas,Houston,4500 block of Yale St,1,3,2018
2018-11-25,California,Oakland,1000 block of 24th St,0,4,2018
2018-11-23,Florida,Miami,5801 NW 27th Ave,2,5,2018
2018-11-22,Indiana,Fort Wayne,6100 block of Downingtown Dr,3,2,2018
2018-11-21,Missouri,Saint Louis,4200 block of Shreve Ave,0,4,2018
2018-11-19,Pennsylvania,Philadelphia,5100 block of Malcolm St,4,0,2018
2018-11-19,Colorado,Denver,1200 21st Street,1,4,2018
2018-11-18,California,Los Angeles (Watts),95th St and Defiance Ave,1,4,2018
2018-11-16,Arkansas,Little Rock,4405 W 14th St,3,1,2018
2018-11-14,Louisiana,Baton Rouge,4800 block of Gus Young Ave,3,1,2018
2018-11-13,New Mexico,Gallup,CR 1 and Defiance Draw Rd,4,1,2018
2018-11-13,Indiana,Indianapolis,2007 Blue Pine Ln,2,2,2018
2018-11-12,North Carolina,Dunn,4640 Woods Crossroads Rd,3,1,2018
2018-11-11,Arizona,Globe,598 N Broad St,3,1,2018
2018-11-07,California,Thousand Oaks,99 Rolling Oaks Dr,13,2,2018
2018-11-03,New York,Watertown,136 Franklin St,0,5,2018
2018-11-02,California,Long Beach (North Long Beach),5800 block of Brayton Ave,0,4,2018
2018-11-02,Florida,Tallahassee,1950 Thomasville Rd,3,5,2018
2018-11-01,Minnesota,Minneapolis,3400 block of Girard Ave N,0,5,2018
2018-11-01,Missouri,Springfield,906 E Locust St,2,2,2018
2018-10-31,Michigan,Detroit,19000 block of Langholm St,1,3,2018
2018-10-30,California,Vallejo,Woodrow Ave and Reis Ave,2,3,2018
2018-10-30,California,Los Angeles,65th Place and Vermont Avenue,0,5,2018
2018-10-29,California,Riverside,3252 Mission Inn Ave,0,7,2018
2018-10-28,Arkansas,El Dorado,2 Whites Quarters,2,2,2018
2018-10-27,Tennessee,Memphis,4275 Lady Slipper Ln,0,5,2018
2018-10-27,Pennsylvania,Pittsburgh,5898 Wilkins Ave,11,7,2018
2018-10-26,New Jersey,Jersey City,77 Brinkerhoff St,1,3,2018
2018-10-24,Illinois,Chicago,6200 block of S King Dr,0,5,2018
2018-10-22,Illinois,Chicago,9231 S Cottage Grove Av,0,6,2018
2018-10-21,Washington,Lakewood,8722 S Tacoma Way,1,3,2018
2018-10-21,Florida,Jacksonville,900 block of A Philip Randolph Blvd,1,5,2018
2018-10-16,Georgia,Atlanta,Broad St,0,4,2018
2018-10-15,Tennessee,Columbia,1075 Carters Creek Pike,5,0,2018
2018-10-14,Nevada,Las Vegas,2815 W Lake Mead Blvd,3,1,2018
2018-10-14,Texas,Fort Worth,5310 E Rosedale St,0,4,2018
2018-10-14,California,Palo Alto (East Palo Alto),2500 block of Pulgas Ave,2,2,2018
2018-10-13,Missouri,Saint Louis,400 block of Midlothian Road,0,4,2018
2018-10-13,Texas,Taft,511 Wilburn St,4,1,2018
2018-10-12,South Carolina,Spartanburg,1620 John B White Sr Blvd,0,6,2018
2018-10-12,Nevada,Las Vegas,6500 block of W Charleston Blvd,0,4,2018
2018-10-08,Alabama,Birmingham,Joppa Ave,0,4,2018
2018-10-06,Oklahoma,Tulsa,9453 E 31st St,0,4,2018
2018-10-06,Texas,Houston,6802 Cullen Blvd,1,3,2018
2018-10-06,California,Oakland,Williams St and Telegraph Ave,0,6,2018
2018-10-04,New Mexico,Espanola (Española),1813 N Riverside Dr,1,3,2018
2018-10-04,Georgia,Swainsboro,Lucky St,0,4,2018
2018-10-03,Pennsylvania,Philadelphia,5101 Germantown Ave,1,4,2018
2018-10-03,South Carolina,Florence,932 Ashton Dr,2,6,2018
2018-10-01,Illinois,Chicago,500 block of S Michigan Ave,2,2,2018
2018-09-30,California,Compton,200 block N Long Beach Blvd,1,3,2018
2018-09-29,Florida,Orlando,1700 block of 24th St,1,4,2018
2018-09-28,Pennsylvania,Philadelphia,5100 block of Haverford Ave,2,2,2018
2018-09-24,Tennessee,Memphis,1528 Ragan St,3,2,2018
2018-09-23,California,Bakersfield,2600 block of Chandler Court,1,4,2018
2018-09-23,California,Baldwin Park,3700 block of Loma Lane,0,4,2018
2018-09-22,District of Columbia,Washington,1800 block of Benning Rd,0,4,2018
2018-09-22,New York,Hempstead,Dolan St,0,4,2018
2018-09-20,Maryland,Aberdeen,1501 Perryman Rd,4,3,2018
2018-09-20,New York,Syracuse,1317 Midland Ave,0,5,2018
2018-09-19,Wisconsin,Middleton,1850 Deming Way,1,4,2018
2018-09-19,Illinois,Chicago,W Cermak Rd and S State St,0,4,2018
2018-09-19,Pennsylvania,Masontown,1 E Church St,1,4,2018
2018-09-18,Louisiana,New Orleans (Algiers),1100 block of Sumner St,0,4,2018
2018-09-18,Tennessee,Memphis,4622 Faronia Rd,0,4,2018
2018-09-17,Maryland,Silver Spring,123 Amberleigh Dr,4,1,2018
2018-09-15,Wisconsin,Milwaukee,820 S 21st St,0,4,2018
2018-09-12,California,Bakersfield,660 Manwell Blvd,6,0,2018
2018-09-11,Illinois,Chicago,10600 block of S Bensley Avenue,0,4,2018
2018-09-10,Tennessee,Memphis,140 Lt George W Lee Ave,0,5,2018
2018-09-09,Alabama,Auburn,224 W Magnolia St,1,4,2018
2018-09-09,Florida,Jacksonville,,0,4,2018
2018-09-09,Illinois,Elgin,550 S McLean Blvd,1,3,2018
2018-09-07,Minnesota,Minneapolis,2024 N Washington Ave,1,3,2018
2018-09-06,Ohio,Cincinnati,511 Walnut St,4,2,2018
2018-09-04,Georgia,Albany,1200 block of Gillespie Ave,0,4,2018
2018-09-02,Arkansas,Fort Smith,801 Garrison Ave,0,4,2018
2018-09-02,Texas,San Antonio,600 block of Morningview St,0,4,2018
2018-09-02,Alabama,Birmingham,500 23rd St S,0,7,2018
2018-09-02,New Jersey,Paterson,43 12th Ave,2,2,2018
2018-09-02,California,San Bernardino,1277 East Lynwood Drive,0,8,2018
2018-09-02,New Jersey,Trenton,Stuyvesant Ave and Bryn Mawr Ave,0,4,2018
2018-09-01,Ohio,Cleveland,3232 Lakeside Ave East,1,7,2018
2018-09-01,Florida,Fort Lauderdale (Lauderhill),5225 NW 24th Ct,1,3,2018
2018-08-31,Colorado,Aurora,1900 block of Peoria St,2,3,2018
2018-08-27,Arkansas,Pine Bluff,2600 block of W 34th Ave,1,3,2018
2018-08-26,Florida,Jacksonville,2 Independent Dr,3,9,2018
2018-08-26,Texas,Wichita Falls,2400 block of Sheppard Access Rd,1,3,2018
2018-08-25,Virginia,Richmond,4 N 18th St,0,5,2018
2018-08-25,Tennessee,Nashville,1564 9th Ave N,1,4,2018
2018-08-23,Pennsylvania,Philadelphia,5800 block of Oakland St,0,4,2018
2018-08-23,Maryland,Baltimore,1700 block of Homestead St,0,4,2018
2018-08-22,Missouri,Saint Louis,I-64 and Jefferson Ave,0,4,2018
2018-08-21,Tennessee,Memphis,2119 E Alcy Rd,0,4,2018
2018-08-20,Tennessee,Jackson,60 Heritage Square,1,4,2018
2018-08-20,Ohio,Cleveland,E 94th St and Kinsman Rd,1,3,2018
2018-08-19,Illinois,Chicago,7400 block of S Dante Ave,0,5,2018
2018-08-18,New York,Bronx,925 Allerton Ave,0,4,2018
2018-08-17,Illinois,Chicago,1600 block of W 65th St,0,7,2018
2018-08-15,South Carolina,Greenwood,Mimosa Ct,0,5,2018
2018-08-14,Pennsylvania,Wyncote,1000 S Easton Rd,0,5,2018
2018-08-12,California,Clearlake,4786 Yarrington Ct,4,1,2018
2018-08-12,Pennsylvania,Pittsburgh (East Liberty),5600 block of Broad St,0,4,2018
2018-08-11,Ohio,Columbus,1280 Summit St,0,4,2018
2018-08-11,California,San Francisco,Geneva St and Mission St,1,4,2018
2018-08-11,Colorado,Thornton,4050 E 100th Ave,1,3,2018
2018-08-10,Missouri,Saint Louis,1515 N 13th St,0,4,2018
2018-08-10,Michigan,Detroit,6300 block of Vinewood St,0,4,2018
2018-08-08,New Jersey,Paterson,Mercer St and Franklin St,0,4,2018
2018-08-08,Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street,2,4,2018
2018-08-05,Illinois,Chicago,1 block of N Leclaire Ave,1,4,2018
2018-08-05,Illinois,Chicago,900 block of S Karlov Ave,0,4,2018
2018-08-05,Illinois,Chicago,1600 block of S Avers Ave,0,4,2018
2018-08-05,Illinois,Chicago,1300 block of W 76th St,0,8,2018
2018-08-05,Illinois,Chicago,1300 block of S Millard Ave,1,5,2018
2018-08-04,Missouri,Kansas City,E 18th St and Highland Ave,0,6,2018
2018-08-04,Nevada,Las Vegas,3400 block of Coran Ln,0,6,2018
2018-08-04,Illinois,Chicago,1600 block of N Leclaire Ave,1,3,2018
2018-08-04,Wisconsin,Milwaukee,40th St and Vliet St,0,4,2018
2018-07-31,California,Gardena,1212 West 135th Street,2,3,2018
2018-07-30,Georgia,Savannah,12328 Largo Dr,0,4,2018
2018-07-30,Illinois,Chicago,1200 block of S Avers Ave,0,4,2018
2018-07-29,Pennsylvania,York,100 block of E Maple St,0,4,2018
2018-07-29,Arizona,Phoenix,2501 E Van Buren St,1,4,2018
2018-07-29,Michigan,Lansing,Spring and River Street,0,4,2018
2018-07-28,Louisiana,New Orleans,3400 S Claiborne Ave,3,7,2018
2018-07-28,California,Los Angeles,8801 S Vermont Ave,2,4,2018
2018-07-27,Illinois,Chicago,1100 block of S Troy St,0,4,2018
2018-07-27,Texas,Robstown,603 East Avenue J,5,0,2018
2018-07-26,Ohio,Cleveland,18416 St Clair Ave,1,6,2018
2018-07-26,California,Oakland,73rd Ave and Bancroft Ave,2,2,2018
2018-07-26,Texas,Dallas,3019 South Blvd,0,6,2018
2018-07-25,Louisiana,New Orleans,7000 block of Bullard Ave,0,4,2018
2018-07-23,Illinois,Chicago,6400 block of S May St,0,5,2018
2018-07-21,Maryland,Baltimore,1000 block of Dundalk Ave,0,4,2018
2018-07-21,Illinois,Chicago,3100 block of W Fulton St,2,5,2018
2018-07-20,Washington,Sunnyside,500 block of S 15th St,1,4,2018
2018-07-20,New Jersey,Elizabeth,323 Irvington Ave,0,4,2018
2018-07-18,Oklahoma,Oklahoma City,7201 Melrose Ln,0,4,2018
2018-07-16,Florida,Palm Beach Gardens (Riviera Beach),2100 block of W 28th St,2,4,2018
2018-07-16,Pennsylvania,Philadelphia,2100 block of N 4th St,1,4,2018
2018-07-16,District of Columbia,Washington,300 block of 53rd St NE,1,4,2018
2018-07-15,Colorado,Denver,50th Ave and Grant St,0,4,2018
2018-07-15,Tennessee,Chattanooga,1400 Cowart St,0,5,2018
2018-07-14,Maryland,Fort Washington,9500 block of Fort Foote Rd,0,4,2018
2018-07-13,Virginia,Richmond,1401 Roseneath Rd,1,3,2018
2018-07-12,Tennessee,Memphis,3678 Powers Rd,0,5,2018
2018-07-11,Texas,Houston,9550 Bissonnet St,0,4,2018
2018-07-11,Florida,Reddick,16300 block of NW Gainesville Rd,0,4,2018
2018-07-09,Delaware,Wilmington,2709 Ferris Rd,5,0,2018
2018-07-09,Florida,Orlando,Southland Blvd and Orange Blossom Trail,1,4,2018
2018-07-08,Alabama,Brandon,565 US-80,0,6,2018
2018-07-08,Tennessee,Memphis,Mount Moriah Rd and Mendenhall Rd,0,4,2018
2018-07-07,Alabama,Wetumpka,135 Granite Way,3,2,2018
2018-07-05,New York,Brooklyn,280 Herkimer St,0,4,2018
2018-07-05,New York,Albany,First St and Lexington Ave,0,4,2018
2018-07-05,California,Los Angeles,1600 block of W. 2nd Street,3,3,2018
2018-07-05,Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6,2018
2018-07-05,Ohio,Lima,1440 Bellefontaine Ave,1,5,2018
2018-07-04,Indiana,Gary,3400 block of Pierce St,1,3,2018
2018-07-04,Georgia,Atlanta,5456 E Fayetteville Rd,1,3,2018
2018-07-03,Missouri,Saint Louis,1700 block of Billups Ave,1,5,2018
2018-07-03,District of Columbia,Washington,1700 block of Benning Rd NE,0,4,2018
2018-07-02,New York,Buffalo,Grape St,2,2,2018
2018-07-01,Illinois,Chicago,3400 block of W Walnut Ave,0,6,2018
2018-06-30,Georgia,Ashburn,800 Block of W. Washington,1,6,2018
2018-06-30,Maryland,Baltimore,4000 block of Penhurst Ave,0,6,2018
2018-06-30,New Jersey,Jersey City,Lexington Ave and John F Kennedy Blvd,0,5,2018
2018-06-28,Maryland,Annapolis,888 Bestgate Rd,5,0,2018
2018-06-27,California,Oakland,8901 MacArthur Boulevard,1,3,2018
2018-06-27,Texas,San Antonio,100 block of Holly Street,0,4,2018
2018-06-27,Connecticut,Hartford,124 Hillside Ave,0,4,2018
2018-06-25,Illinois,Chicago,3900 block of S Vincennes Ave,0,6,2018
2018-06-24,North Carolina,Sanford,109 S Steele St,1,6,2018
2018-06-24,Florida,Punta Gorda,2450 Harbour Dr,0,4,2018
2018-06-24,Florida,Indiantown,17068 SW Palm Beach St,0,4,2018
2018-06-24,Florida,Palm Beach Gardens (Riviera Beach),1200 block of W 35th St,1,3,2018
2018-06-24,Ohio,Sandusky,1504 Milan Rd,0,5,2018
2018-06-24,Indiana,Gary,2500 block of Harrison Street,1,3,2018
2018-06-23,Kansas,Wichita,1403 Harding  St,0,4,2018
2018-06-23,Illinois,Chicago,100 block of East 51st St,1,4,2018
